Rank,Player,basic_v2,team,pos,minutes,minutes_per_game,games
80,Rob Dillingham,0.560903842271236,2TM,PG,970.0,14.9,65.0
81,Trendon Watford,0.5642829084243016,PHI,PF,864.0,16.3,53.0
82,Tre Johnson,0.5644333060089255,WAS,SG,1443.0,24.1,60.0
83,Nique Clifford,0.5672204529645815,SAC,SG,1882.0,25.1,75.0
84,Bennedict Mathurin,0.568917267568004,2TM,SF,1620.0,30.0,54.0
85,Jared McCain,0.5714986359246929,2TM,SG,1160.0,17.3,67.0
86,Trey Murphy III,0.5729259611456125,NOP,SF,2341.0,35.5,66.0
87,Tyrese Proctor,0.5741047421636517,CLE,PG,545.0,10.9,50.0
88,Myles Turner,0.5748439946937096,MIL,C,1912.0,26.9,71.0
89,Jabari Smith Jr.,0.5755801096968658,HOU,PF,2705.0,35.1,77.0
90,Tristan Da Silva,0.5774034026817123,ORL,SF,1899.0,24.7,77.0
91,Ajay Mitchell,0.5780616369354065,OKC,SG,1473.0,25.8,57.0
92,Sam Hauser,0.5807240620705121,BOS,PF,1934.0,24.8,78.0
93,Asa Newell,0.5865915682695871,ATL,PF,500.0,11.4,44.0
94,Moses Moody,0.5887590221436948,GSW,SG,1540.0,25.7,60.0
95,Jaime Jaquez Jr.,0.5915385906144602,MIA,SF,2121.0,28.3,75.0
96,GG Jackson II,0.5998207033086507,MEM,PF,1178.0,21.4,55.0
97,Jase Richardson,0.6061612369265137,ORL,SG,587.0,10.9,54.0
98,Kelly Oubre Jr.,0.6065582865139435,PHI,SF,1574.0,31.5,50.0
99,Nic Claxton,0.6091599674977908,BRK,C,1920.0,27.8,69.0
100,P.J. Washington,0.610859955168002,DAL,PF,1736.0,31.0,56.0
101,Jock Landale,0.6129076780040635,2TM,C,1506.0,22.1,68.0
102,Bruce Brown,0.613964910107931,DEN,SG,1998.0,24.4,82.0
103,Julian Champagnie,0.624437317963167,SAS,SF,2266.0,27.6,82.0
104,Micah Potter,0.6257683968292694,IND,C,908.0,19.3,47.0
105,Reed Sheppard,0.6277666022509143,HOU,SG,2147.0,26.2,82.0
106,Olivier-Maxence Prosper,0.6311956580982598,MEM,PF,984.0,18.6,53.0
107,Jett Howard,0.6341494671858258,ORL,SF,695.0,12.6,55.0
108,Luke Kennard,0.6372221306094855,2TM,SG,1681.0,21.6,78.0
109,Miles McBride,0.6382661521645632,NYK,SG,1080.0,26.3,41.0
110,Jalen Wilson,0.6395329125728377,BRK,PF,859.0,15.9,54.0
111,Kentavious Caldwell-Pope,0.6405894067472806,MEM,SG,1088.0,21.3,51.0
112,Pete Nance,0.6408115742189407,MIL,PF,737.0,15.7,47.0
113,Zaccharie Risacher,0.6414484249393788,ATL,SF,1503.0,22.4,67.0
114,Quenton Jackson,0.6440152011562349,IND,PG,897.0,18.3,49.0
115,Jamir Watkins,0.6507428425741655,WAS,SG,1032.0,20.6,50.0
116,Kobe Sanders,0.6565405362938057,LAC,SG,1351.0,19.9,68.0
117,Cooper Flagg,0.6572391907150404,DAL,SF,2344.0,33.5,70.0
118,Collin Gillespie,0.6575797905425178,PHO,PG,2282.0,28.5,80.0
119,Sam Merrill,0.6595043800082906,CLE,SG,1377.0,26.5,52.0
120,Isaiah Stewart,0.6640515774218132,DET,C,1317.0,22.7,58.0
121,Dalen Terry,0.6669311021668554,2TM,SG,551.0,11.5,48.0
122,Baylor Scheierman,0.6728289921254694,BOS,SG,1429.0,18.6,77.0
123,Keegan Murray,0.6755478059655596,SAC,PF,793.0,34.5,23.0
124,Jaylen Wells,0.6800929068661703,MEM,SG,1821.0,26.4,69.0
125,Jevon Carter,0.6802095100852921,2TM,PG,867.0,16.4,53.0
126,Anthony Gill,0.6825522231037127,WAS,PF,951.0,17.3,55.0
127,Jordan Clarkson,0.6847631477455904,NYK,SG,1279.0,17.8,72.0
128,Jake LaRavia,0.6892901017869093,LAL,PF,2061.0,25.1,82.0
129,Isaiah Joe,0.6926134990135833,OKC,SG,1507.0,21.2,71.0
130,Nae'Qwan Tomlin,0.6953436773971493,CLE,PF,1004.0,15.7,64.0
131,Kasparas Jakučionis,0.6976249903689844,MIA,PG,945.0,17.8,53.0
132,Desmond Bane,0.6990318142321755,ORL,SG,2756.0,33.6,82.0
133,Wendell Carter Jr.,0.7031266764393254,ORL,C,2288.0,29.3,78.0
134,Guerschon Yabusele,0.7084874323655721,2TM,C,1007.0,15.0,67.0
135,Taylor Hendricks,0.7095843799487059,2TM,PF,1118.0,18.9,59.0
136,Carter Bryant,0.710081889390795,SAS,PF,818.0,11.5,71.0
137,Ben Sheppard,0.7111456487539293,IND,SG,1390.0,21.4,65.0
138,Svi Mykhailiuk,0.7116258700099788,UTA,SF,1156.0,23.1,50.0
139,Jaxson Hayes,0.712296393904481,LAL,C,1207.0,18.3,66.0
140,Gradey Dick,0.7123390529559805,TOR,SG,1067.0,14.0,76.0
141,Duncan Robinson,0.7129895733604437,DET,SG,2113.0,27.4,77.0
142,Derrick White,0.7144672952106057,BOS,SG,2625.0,34.1,77.0
143,RJ Barrett,0.7174654382512069,TOR,SF,1726.0,30.3,57.0
144,Cody Williams,0.7205304380647671,UTA,SG,1631.0,24.3,67.0
145,Leonard Miller,0.7206003795387879,2TM,SF,719.0,15.6,46.0
146,Tari Eason,0.7232126757263863,HOU,PF,1549.0,25.8,60.0
147,Dylan Harper,0.7237828124979274,SAS,SG,1558.0,22.6,69.0
148,Brandon Ingram,0.7240039173704598,TOR,SF,2604.0,33.8,77.0
149,Jamison Battle,0.7252954419799305,TOR,SF,517.0,8.5,61.0
150,Harrison Barnes,0.7257483483004925,SAS,PF,1986.0,25.8,77.0
151,Max Christie,0.7262236411310355,DAL,SG,2244.0,29.1,77.0
152,Keldon Johnson,0.7334494116735614,SAS,SF,1911.0,23.3,82.0
153,Tyler Herro,0.7396944502023768,MIA,SG,1033.0,31.3,33.0
154,Justin Edwards,0.7420127384511375,PHI,SF,977.0,15.3,64.0
155,Patrick Williams,0.7457280961960192,CHI,PF,1474.0,20.5,72.0
156,John Collins,0.747308000701333,LAC,PF,1872.0,27.1,69.0
157,Caris LeVert,0.7484675257694255,DET,SG,1154.0,19.2,60.0
158,Jalen Pickett,0.7489298982615528,DEN,SG,807.0,16.1,50.0
159,Jordan Hawkins,0.7521541288210044,NOP,SG,692.0,13.6,51.0
160,Dru Smith,0.7544130475795495,MIA,SG,1141.0,16.3,70.0
161,Derrick Jones Jr.,0.7575955345740925,LAC,SF,1350.0,27.0,50.0
162,Kyle Anderson,0.7588418738247765,3TM,SF,853.0,19.8,43.0
163,Vít Krejčí,0.761944486451343,2TM,PG,1392.0,21.4,65.0
164,Ja'Kobe Walter,0.762055701132929,TOR,SG,1474.0,20.5,72.0
165,Cason Wallace,0.7633729606656274,OKC,SG,2046.0,26.6,77.0
166,Javon Small,0.766140518714401,MEM,PG,830.0,20.2,41.0
167,Terance Mann,0.7681975059122995,BRK,SG,1529.0,24.3,63.0
168,Bones Hyland,0.7694991880208539,MIN,PG,1177.0,16.6,71.0
169,Oso Ighodaro,0.7770604417288091,PHO,PF,1808.0,22.0,82.0
170,Ryan Dunn,0.7814706230991741,PHO,SF,1355.0,19.4,70.0
171,Brice Sensabaugh,0.7824047461985218,UTA,SF,1762.0,23.5,75.0
172,Javonte Green,0.7836461678545421,DET,SG,1446.0,17.6,82.0
173,Luka Garza,0.783661759705585,BOS,C,1118.0,16.2,69.0
174,Terrence Shannon Jr.,0.7869565496722711,MIN,SG,538.0,12.5,43.0
175,Anfernee Simons,0.7902559117408938,2TM,SG,1372.0,24.9,55.0
176,Grayson Allen,0.7915261150406934,PHO,SG,1467.0,28.8,51.0
177,Bryce McGowens,0.7919054105122513,NOP,SG,880.0,21.0,42.0
178,Jaren Jackson Jr.,0.795523165758716,2TM,C,1454.0,30.3,48.0
179,Jakob Poeltl,0.7965212416411815,TOR,C,1149.0,25.0,46.0
180,Alex Sarr,0.7968690752901814,WAS,C,1305.0,27.2,48.0
181,Josh Hart,0.797838223048,NYK,SF,1994.0,30.2,66.0
182,Herbert Jones,0.800119389739862,NOP,SF,1588.0,28.4,56.0
183,Derik Queen,0.8041341903399263,NOP,C,2023.0,25.0,81.0
184,Dalton Knecht,0.8071240823875887,LAL,SF,553.0,10.2,54.0
185,Karlo Matković,0.8072214081976399,NOP,PF,912.0,14.7,62.0
186,Tristan Vukcevic,0.8108593962447364,WAS,C,671.0,13.7,49.0
187,Rayan Rupert,0.8110197396310301,2TM,SG,1072.0,16.8,64.0
188,Scoot Henderson,0.8138697522303903,POR,PG,748.0,24.9,30.0
189,Payton Pritchard,0.8148050858551811,BOS,PG,2556.0,32.4,79.0
190,Ethan Thompson,0.8162027604402556,IND,SG,653.0,20.4,32.0
191,Nikola Vučević,0.8168459593816617,2TM,C,1818.0,28.4,64.0
192,Bub Carrington,0.8177744258254906,WAS,PG,2271.0,27.7,82.0
193,Daeqwon Plowden,0.8218776188372188,SAC,SG,844.0,26.4,32.0
194,Julius Randle,0.821882539685444,MIN,PF,2610.0,33.0,79.0
195,Will Richard,0.8240360275172813,GSW,SG,1377.0,20.0,69.0
196,Sharife Cooper,0.8247800372092986,WAS,PG,700.0,17.1,41.0
197,Evan Mobley,0.8263948527930766,CLE,PF,2074.0,31.9,65.0
198,Ziaire Williams,0.8265734102400327,BRK,SF,1281.0,22.9,56.0
199,Marcus Smart,0.8268568234900696,LAL,SG,1769.0,28.5,62.0
200,CJ McCollum,0.8282285889098905,2TM,PG,2264.0,29.8,76.0
201,Dominick Barlow,0.8294693864497796,PHI,PF,1689.0,23.8,71.0
202,Nickeil Alexander-Walker,0.8338832479398982,ATL,SG,2603.0,33.4,78.0
203,Jaylin Williams,0.8388917810293426,OKC,PF,1277.0,19.6,65.0
204,Justin Champagnie,0.8395238030411217,WAS,SF,1377.0,20.0,69.0
205,Kyle Filipowski,0.8405394747426669,UTA,C,1801.0,23.4,77.0
206,Noah Penda,0.8413407788430507,ORL,SF,757.0,12.8,59.0
207,Klay Thompson,0.8414284342051751,DAL,SF,1497.0,21.7,69.0
208,Dyson Daniels,0.8443271493791253,ATL,SG,2520.0,33.2,76.0
209,Ryan Rollins,0.8503347007431058,MIL,PG,2376.0,32.1,74.0
210,Jordan Poole,0.850630303157863,NOP,PG,933.0,23.9,39.0
211,Aaron Holiday,0.852805521214743,HOU,PG,781.0,13.7,57.0
212,Scottie Barnes,0.8573080936087518,TOR,PF,2681.0,33.5,80.0
213,Ochai Agbaji,0.8622714794595092,2TM,SG,973.0,15.7,62.0
214,DeMar DeRozan,0.8631718625053408,SAC,PF,2406.0,31.2,77.0
215,A.J. Green,0.8631770957068637,MIL,SG,2270.0,29.1,78.0
216,Caleb Martin,0.8652421558139105,DAL,SF,856.0,14.8,58.0
217,Tim Hardaway Jr.,0.869437944935678,DEN,SG,2127.0,26.6,80.0
218,Drew Eubanks,0.8696571006895387,SAC,C,552.0,13.1,42.0
219,Malik Monk,0.8752860899453532,SAC,SG,1364.0,22.0,62.0
220,Jose Alvarado,0.8762664935330607,2TM,PG,1370.0,19.9,69.0
221,Jerami Grant,0.8779977679697921,POR,PF,1695.0,29.7,57.0
222,Franz Wagner,0.8791306179163509,ORL,SF,1019.0,30.0,34.0
223,Bobby Portis,0.8818978510176386,MIL,PF,1619.0,24.2,67.0
224,Brandon Williams,0.8898139787155098,DAL,PG,1463.0,22.2,66.0
225,Ben Saraf,0.8905880097796106,BRK,SG,916.0,20.8,44.0
226,Jahmai Mashack,0.8929748820198754,MEM,SG,673.0,21.7,31.0
227,Brandon Miller,0.8947614431963763,CHO,SF,1968.0,30.3,65.0
228,Jaden Hardy,0.8953442562495632,2TM,SG,898.0,15.8,57.0
229,Jimmy Butler,0.8963406383275524,GSW,SF,1182.0,31.1,38.0
230,Landry Shamet,0.9002102422614314,NYK,SG,1171.0,23.0,51.0
231,Precious Achiuwa,0.9012613373478472,SAC,C,1745.0,23.9,73.0
232,Tidjane Salaün,0.9086973626123214,CHO,PF,575.0,15.5,37.0
233,Paolo Banchero,0.9148900778730551,ORL,PF,2502.0,34.8,72.0
234,Jabari Walker,0.9207861730997717,PHI,PF,762.0,11.9,64.0
235,Elijah Harkless,0.921270246570966,UTA,SG,545.0,21.0,26.0
236,Sion James,0.9231419078070516,CHO,SG,1843.0,22.5,82.0
237,Kristaps Porziņģis,0.924236430557919,2TM,C,769.0,24.0,32.0
238,Kris Dunn,0.9327619125748766,LAC,PG,2230.0,27.2,82.0
239,Maxime Raynaud,0.9346546695291874,SAC,C,1964.0,26.5,74.0
240,Zeke Nnaji,0.9361209234273384,DEN,PF,626.0,12.0,52.0
241,Dean Wade,0.9438862402903112,CLE,PF,1318.0,22.3,59.0
242,Micah Peavy,0.9477115218301805,NOP,SG,913.0,15.0,61.0
243,Marvin Bagley III,0.9511292329173383,2TM,PF,1201.0,20.0,60.0
244,Immanuel Quickley,0.9520740431587067,TOR,PG,2231.0,31.9,70.0
245,Zion Williamson,0.9527782205583752,NOP,PF,1841.0,29.7,62.0
246,Rasheer Fleming,0.9552122721139429,PHO,PF,673.0,12.2,55.0
247,Jordan Walsh,0.9554497817545838,BOS,PF,1212.0,17.8,68.0
248,Mouhamed Gueye,0.9586257564518,ATL,PF,1179.0,15.3,77.0
249,Isaac Okoro,0.9587998259837343,CHI,SG,1695.0,26.9,63.0
250,Jaylen Clark,0.9625425318581268,MIN,SG,888.0,13.1,68.0
251,Thomas Bryant,0.9651571678150699,CLE,C,732.0,12.2,60.0
252,Luguentz Dort,0.965541444193013,OKC,SF,1849.0,26.8,69.0
253,Rui Hachimura,0.9665649857710668,LAL,PF,1927.0,28.3,68.0
254,Zach LaVine,0.9756904042218388,SAC,SG,1224.0,31.4,39.0
255,Johnny Furphy,0.9794688451456453,IND,SG,643.0,18.4,35.0
256,Jalen Suggs,0.9859295516415884,ORL,PG,1574.0,27.6,57.0
257,Daniss Jenkins,0.9946682656817307,DET,PG,1455.0,20.2,72.0
258,Pat Spencer,0.9957980782445472,GSW,PG,1229.0,18.6,66.0
259,Drake Powell,0.9990491945911663,BRK,SG,1320.0,21.0,63.0
260,Pascal Siakam,1.000563056073126,IND,PF,2057.0,33.2,62.0
261,Bam Adebayo,1.0014071195930763,MIA,C,2365.0,32.4,73.0
262,Jalen Green,1.00303770217458,PHO,SG,828.0,25.9,32.0
263,Shaedon Sharpe,1.0080875725064689,POR,SG,1471.0,29.4,50.0
264,Josh Okogie,1.0088981335257394,HOU,SG,1354.0,17.4,78.0
265,Ryan Kalkbrenner,1.0150470953760284,CHO,C,1479.0,21.4,69.0
266,Sidy Cissoko,1.0156980347297557,POR,SF,1435.0,19.1,75.0
267,Luke Kornet,1.019047179341414,SAS,C,1430.0,21.0,68.0
268,Keaton Wallace,1.027511125357179,ATL,PG,536.0,10.1,53.0
269,John Konchar,1.0283848460857379,2TM,SG,1115.0,19.9,56.0
270,Collin Sexton,1.0401586425125626,2TM,SG,1614.0,23.7,68.0
271,Kris Murray,1.0404447009011422,POR,SF,1333.0,23.4,57.0
272,Vince Williams Jr.,1.0419421933689685,2TM,SG,820.0,20.5,40.0
273,Tre Jones,1.0442176868760231,CHI,PG,1752.0,27.0,65.0
274,Nolan Traoré,1.0486838968216374,BRK,PG,1243.0,22.2,56.0
275,Josh Green,1.0510142160524023,CHO,SG,908.0,15.7,58.0
276,Jalen Williams,1.0690702515287902,OKC,SG,936.0,28.4,33.0
277,Jarred Vanderbilt,1.07137329478288,LAL,PF,1128.0,17.4,65.0
278,Keon Ellis,1.0746177807279504,2TM,SG,1478.0,20.5,72.0
279,Jrue Holiday,1.083143267357895,POR,PG,1560.0,29.4,53.0
280,Cam Thomas,1.0848865387271927,2TM,SG,881.0,21.0,42.0
281,Austin Reaves,1.0867583689565157,LAL,SG,1762.0,34.5,51.0
282,Coby White,1.0884512578388243,2TM,SG,1249.0,25.0,50.0
283,Dillon Brooks,1.089363911145752,PHO,SF,1702.0,30.4,56.0
284,Jalen Smith,1.0900683307331758,CHI,C,1095.0,20.7,53.0
285,Dennis Schröder,1.0988190322136093,2TM,PG,1697.0,24.2,70.0
286,Jarrett Allen,1.1103381419879346,CLE,C,1519.0,27.1,56.0
287,Hugo González,1.111207158505294,BOS,SF,1084.0,14.6,74.0
288,Daniel Gafford,1.116019803344345,DAL,C,1195.0,21.7,55.0
289,Goga Bitadze,1.1234383948039661,ORL,C,972.0,15.2,64.0
290,Norman Powell,1.1312821242547562,MIA,SG,1717.0,29.6,58.0
291,Nicolas Batum,1.1350060253081038,LAC,PF,1295.0,17.5,74.0
292,Gary Trent Jr.,1.135277341751336,MIL,SG,1377.0,21.2,65.0
293,Paul Reed,1.1359628682441787,DET,C,901.0,13.9,65.0
294,Craig Porter Jr.,1.1414670712117931,CLE,PG,1148.0,17.9,64.0
295,Isaiah Jackson,1.141827854592842,2TM,C,908.0,16.5,55.0
296,Deandre Ayton,1.1437440495805262,LAL,C,1958.0,27.2,72.0
297,Walter Clayton,1.1503482020408426,2TM,PG,1410.0,20.4,69.0
298,Kevin Durant,1.154855399932619,HOU,SF,2840.0,36.4,78.0
299,Jericho Sims,1.1602262205129859,MIL,C,1318.0,19.7,67.0
300,Spencer Jones,1.1638332233365907,DEN,SF,1417.0,22.1,64.0
301,Chet Holmgren,1.1682119972174174,OKC,PF,1997.0,28.9,69.0
302,Yves Missi,1.1749148710958048,NOP,C,1297.0,19.7,66.0
303,De'Aaron Fox,1.1757000932436616,SAS,PG,2231.0,31.0,72.0
304,Dorian Finney-Smith,1.185192190933663,HOU,PF,620.0,16.8,37.0
305,Draymond Green,1.1892091264390068,GSW,PF,1869.0,27.5,68.0
306,Kevin Love,1.1929369878296414,UTA,PF,613.0,16.6,37.0
307,Jonathan Isaac,1.2040316572231626,ORL,PF,521.0,10.0,52.0
308,Gabe Vincent,1.2215076150731614,2TM,PG,879.0,16.6,53.0
309,Mike Conley,1.2245571967005315,MIN,PG,991.0,18.4,54.0
310,Adem Bona,1.224600405612883,PHI,C,1234.0,17.4,71.0
311,Dwight Powell,1.2420526698673335,DAL,C,904.0,14.3,63.0
312,Michael Porter Jr.,1.2509578584094552,BRK,SF,1689.0,32.5,52.0
313,Neemias Queta,1.265975808939842,BOS,C,1926.0,25.3,76.0
314,Kevin Porter Jr.,1.2670603655531354,MIL,PG,1261.0,33.2,38.0
315,Lauri Markkanen,1.279780847667188,UTA,PF,1443.0,34.4,42.0
316,Russell Westbrook,1.2900123833247517,SAC,SF,1853.0,29.0,64.0
317,Lonzo Ball,1.2932645633903992,CLE,PG,728.0,20.8,35.0
318,Alperen Şengün,1.2980312731452177,HOU,C,2398.0,33.3,72.0
319,Gary Harris,1.306811678650531,MIL,SG,661.0,13.8,48.0
320,Keyonte George,1.3116412962421047,UTA,PG,1786.0,33.1,54.0
321,Cole Anthony,1.3162534148489016,MIL,PG,527.0,15.1,35.0
322,Ivica Zubac,1.3371498844176777,2TM,C,1446.0,30.1,48.0
323,Day'Ron Sharpe,1.3397235007753556,BRK,C,1160.0,18.7,62.0
324,LeBron James,1.354433965120118,LAL,SF,1989.0,33.2,60.0
325,Kam Jones,1.3602225036403361,IND,SG,616.0,16.6,37.0
326,Mark Williams,1.3660649932532705,PHO,C,1416.0,23.6,60.0
327,Moussa Diabaté,1.3680533112046174,CHO,C,1899.0,26.0,73.0
328,Cam Spencer,1.3861190708711189,MEM,SG,1714.0,23.8,72.0
329,Anthony Davis,1.3886879239841705,DAL,PF,626.0,31.3,20.0
330,Deni Avdija,1.4053670915100989,POR,SF,2199.0,33.3,66.0
331,Tyrese Maxey,1.4234306495232667,PHI,PG,2661.0,38.0,70.0
332,Tyus Jones,1.4310824056338634,3TM,PG,979.0,14.6,67.0
333,Tyler Kolek,1.447082483850351,NYK,PG,727.0,11.7,62.0
334,Anthony Edwards,1.449964072412971,MIN,SG,2137.0,35.0,61.0
335,Davion Mitchell,1.4617135606027003,MIA,PG,2000.0,28.6,70.0
336,Stephon Castle,1.4620060071274217,SAS,PG,2038.0,30.0,68.0
337,Nick Richards,1.4846053266788408,2TM,C,701.0,14.6,48.0
338,Rudy Gobert,1.5041178588600672,MIN,C,2380.0,31.3,76.0
339,Jamal Murray,1.5064861850512044,DEN,PG,2652.0,35.4,75.0
340,Domantas Sabonis,1.5180874117729775,SAC,C,564.0,29.7,19.0
341,Jayson Tatum,1.5217930712246743,BOS,PF,522.0,32.6,16.0
342,Jalen Johnson,1.5258350480159568,ATL,SF,2532.0,35.2,72.0
343,Andrew Nembhard,1.5574664074227942,IND,PG,1786.0,31.3,57.0
344,Darius Garland,1.5852512460341932,2TM,PG,1344.0,29.9,45.0
345,Isaiah Hartenstein,1.5945566665057431,OKC,C,1137.0,24.2,47.0
346,James Harden,1.6063229932261933,2TM,PG,2438.0,34.8,70.0
347,Dylan Cardwell,1.6219195005096214,SAC,C,907.0,20.6,44.0
348,Devin Booker,1.6259881452980383,PHO,SG,2146.0,33.5,64.0
349,Jusuf Nurkić,1.6280610049738837,UTA,C,1083.0,26.4,41.0
350,Joel Embiid,1.6294020518941008,PHI,C,1201.0,31.6,38.0
351,Jonas Valančiūnas,1.6494714728631665,DEN,C,871.0,13.4,65.0
352,Donovan Mitchell,1.652899296514298,CLE,SG,2342.0,33.5,70.0
353,Jalen Brunson,1.6575776899290973,NYK,PG,2590.0,35.0,74.0
354,Clint Capela,1.6821754685628005,HOU,C,926.0,12.3,75.0
355,Jalen Duren,1.7025470803847598,DET,C,1976.0,28.2,70.0
356,Kel'el Ware,1.71261828885465,MIA,C,1704.0,22.1,77.0
