Rank,Player,basic_v2,team,pos,minutes,minutes_per_game,games
143,Patrick Williams,0.8151778640178818,CHI,PF,1474.0,20.5,72.0
144,DeMar DeRozan,0.8156366067698655,SAC,PF,2406.0,31.2,77.0
145,Vít Krejčí,0.8168852817337842,2TM,PG,1392.0,21.4,65.0
146,Ja'Kobe Walter,0.8217268416503559,TOR,SG,1474.0,20.5,72.0
147,Terance Mann,0.8275551974719065,BRK,SG,1529.0,24.3,63.0
148,Cason Wallace,0.8294456924663781,OKC,SG,2046.0,26.6,77.0
149,Brandon Williams,0.8303992737264805,DAL,PG,1463.0,22.2,66.0
150,Jerami Grant,0.8310495745908377,POR,PF,1695.0,29.7,57.0
151,Javonte Green,0.8349535342458925,DET,SG,1446.0,17.6,82.0
152,Paolo Banchero,0.8381390094894118,ORL,PF,2502.0,34.8,72.0
153,Jakob Poeltl,0.838481942207708,TOR,C,1149.0,25.0,46.0
154,Bub Carrington,0.8397527701575447,WAS,PG,2271.0,27.7,82.0
155,Malik Monk,0.8398195394388694,SAC,SG,1364.0,22.0,62.0
156,Klay Thompson,0.8426675526062349,DAL,SF,1497.0,21.7,69.0
157,Oso Ighodaro,0.8458049517124964,PHO,PF,1808.0,22.0,82.0
158,Ryan Dunn,0.8543522360014183,PHO,SF,1355.0,19.4,70.0
159,Zion Williamson,0.8550009286099693,NOP,PF,1841.0,29.7,62.0
160,Ziaire Williams,0.8569447058579759,BRK,SF,1281.0,22.9,56.0
161,Kyle Filipowski,0.8620210161393841,UTA,C,1801.0,23.4,77.0
162,Bobby Portis,0.8632842391081641,MIL,PF,1619.0,24.2,67.0
163,Dyson Daniels,0.8671961857904769,ATL,SG,2520.0,33.2,76.0
164,Herbert Jones,0.8672363766833076,NOP,SF,1588.0,28.4,56.0
165,Tim Hardaway Jr.,0.878042561302567,DEN,SG,2127.0,26.6,80.0
166,Rayan Rupert,0.8826985778924894,2TM,SG,1072.0,16.8,64.0
167,Justin Champagnie,0.8845556825185447,WAS,SF,1377.0,20.0,69.0
168,Marcus Smart,0.887047771991101,LAL,SG,1769.0,28.5,62.0
169,Jaylin Williams,0.8874163555127487,OKC,PF,1277.0,19.6,65.0
170,Will Richard,0.8920693807727814,GSW,SG,1377.0,20.0,69.0
171,Jose Alvarado,0.8951529012603211,2TM,PG,1370.0,19.9,69.0
172,Dominick Barlow,0.8974800678211927,PHI,PF,1689.0,23.8,71.0
173,Pascal Siakam,0.9011587308005906,IND,PF,2057.0,33.2,62.0
174,Immanuel Quickley,0.9128675748187559,TOR,PG,2231.0,31.9,70.0
175,A.J. Green,0.9218574057793615,MIL,SG,2270.0,29.1,78.0
176,Shaedon Sharpe,0.9223809510655153,POR,SG,1471.0,29.4,50.0
177,Zach LaVine,0.9410680617318747,SAC,SG,1224.0,31.4,39.0
178,Landry Shamet,0.944814672516446,NYK,SG,1171.0,23.0,51.0
179,Precious Achiuwa,0.9465614298482118,SAC,C,1745.0,23.9,73.0
180,Jalen Suggs,0.9523825558147591,ORL,PG,1574.0,27.6,57.0
181,Maxime Raynaud,0.9644786761459884,SAC,C,1964.0,26.5,74.0
182,Marvin Bagley III,0.9663801132293084,2TM,PF,1201.0,20.0,60.0
183,Collin Sexton,0.972719495471339,2TM,SG,1614.0,23.7,68.0
184,Bam Adebayo,0.9775165606497678,MIA,C,2365.0,32.4,73.0
185,Daniss Jenkins,0.9791142129474998,DET,PG,1455.0,20.2,72.0
186,Kris Dunn,0.9874122645077479,LAC,PG,2230.0,27.2,82.0
187,Sion James,0.9939841488070041,CHO,SG,1843.0,22.5,82.0
188,Austin Reaves,0.9966652283125381,LAL,SG,1762.0,34.5,51.0
189,Coby White,0.9983678554900307,2TM,SG,1249.0,25.0,50.0
190,Pat Spencer,1.0009412688796238,GSW,PG,1229.0,18.6,66.0
191,Rui Hachimura,1.0093122699067558,LAL,PF,1927.0,28.3,68.0
192,Tre Jones,1.013470973406024,CHI,PG,1752.0,27.0,65.0
193,Dean Wade,1.015814811324479,CLE,PF,1318.0,22.3,59.0
194,Isaac Okoro,1.0209073613142137,CHI,SG,1695.0,26.9,63.0
195,Jordan Walsh,1.0212653512032241,BOS,PF,1212.0,17.8,68.0
196,Dillon Brooks,1.0283184783245873,PHO,SF,1702.0,30.4,56.0
197,Mouhamed Gueye,1.028543623055395,ATL,PF,1179.0,15.3,77.0
198,Luguentz Dort,1.0299592656026233,OKC,SF,1849.0,26.8,69.0
199,Jrue Holiday,1.0306657554676175,POR,PG,1560.0,29.4,53.0
200,Kevin Durant,1.052723253810107,HOU,SF,2840.0,36.4,78.0
201,Norman Powell,1.0581147227518646,MIA,SG,1717.0,29.6,58.0
202,Nolan Traoré,1.0597471631226811,BRK,PG,1243.0,22.2,56.0
203,Drake Powell,1.0627232293432944,BRK,SG,1320.0,21.0,63.0
204,Ryan Kalkbrenner,1.0712549033365444,CHO,C,1479.0,21.4,69.0
205,Josh Okogie,1.077624578839246,HOU,SG,1354.0,17.4,78.0
206,Sidy Cissoko,1.0843378465216686,POR,SF,1435.0,19.1,75.0
207,Luke Kornet,1.0844122772559834,SAS,C,1430.0,21.0,68.0
208,Dennis Schröder,1.086597228289092,2TM,PG,1697.0,24.2,70.0
209,John Konchar,1.0958232096215872,2TM,SG,1115.0,19.9,56.0
210,Kris Murray,1.1102458100272299,POR,SF,1333.0,23.4,57.0
211,Jarrett Allen,1.110654196741078,CLE,C,1519.0,27.1,56.0
212,De'Aaron Fox,1.1160433821687066,SAS,PG,2231.0,31.0,72.0
213,Jalen Smith,1.1202461665450107,CHI,C,1095.0,20.7,53.0
214,Keon Ellis,1.1354756004656654,2TM,SG,1478.0,20.5,72.0
215,Jarred Vanderbilt,1.1409138288133103,LAL,PF,1128.0,17.4,65.0
216,Michael Porter Jr.,1.1565832710465027,BRK,SF,1689.0,32.5,52.0
217,Chet Holmgren,1.1590888947477247,OKC,PF,1997.0,28.9,69.0
218,Daniel Gafford,1.1595279619199184,DAL,C,1195.0,21.7,55.0
219,Walter Clayton,1.162743516142866,2TM,PG,1410.0,20.4,69.0
220,Deandre Ayton,1.1760473218024174,LAL,C,1958.0,27.2,72.0
221,Hugo González,1.1770501176815749,BOS,SF,1084.0,14.6,74.0
222,Craig Porter Jr.,1.177526691831287,CLE,PG,1148.0,17.9,64.0
223,Gary Trent Jr.,1.185030210843851,MIL,SG,1377.0,21.2,65.0
224,Lauri Markkanen,1.1960212736700264,UTA,PF,1443.0,34.4,42.0
225,Nicolas Batum,1.2031892339937063,LAC,PF,1295.0,17.5,74.0
226,Draymond Green,1.2064344266148732,GSW,PF,1869.0,27.5,68.0
227,Kevin Porter Jr.,1.220310825619386,MIL,PG,1261.0,33.2,38.0
228,Jericho Sims,1.2282437274756035,MIL,C,1318.0,19.7,67.0
229,Spencer Jones,1.2296350130671458,DEN,SF,1417.0,22.1,64.0
230,Keyonte George,1.2317874832000355,UTA,PG,1786.0,33.1,54.0
231,Alperen Şengün,1.2404486012281912,HOU,C,2398.0,33.3,72.0
232,Yves Missi,1.2414921143406497,NOP,C,1297.0,19.7,66.0
233,Russell Westbrook,1.2456534555691108,SAC,SF,1853.0,29.0,64.0
234,LeBron James,1.2807797887022405,LAL,SF,1989.0,33.2,60.0
235,Adem Bona,1.2875685890433637,PHI,C,1234.0,17.4,71.0
236,Neemias Queta,1.312980832627877,BOS,C,1926.0,25.3,76.0
237,Deni Avdija,1.3138378937588824,POR,SF,2199.0,33.3,66.0
238,Tyrese Maxey,1.3342132218636085,PHI,PG,2661.0,38.0,70.0
239,Anthony Edwards,1.3490186950612124,MIN,SG,2137.0,35.0,61.0
240,Cam Spencer,1.3662301444376777,MEM,SG,1714.0,23.8,72.0
241,Day'Ron Sharpe,1.366606740828116,BRK,C,1160.0,18.7,62.0
242,Ivica Zubac,1.3715554197801976,2TM,C,1446.0,30.1,48.0
243,Mark Williams,1.3934083353954434,PHO,C,1416.0,23.6,60.0
244,Stephon Castle,1.4112040249983653,SAS,PG,2038.0,30.0,68.0
245,Jamal Murray,1.4192542424635408,DEN,PG,2652.0,35.4,75.0
246,Moussa Diabaté,1.4316738872234696,CHO,C,1899.0,26.0,73.0
247,Jalen Johnson,1.4739111720865588,ATL,SF,2532.0,35.2,72.0
248,Davion Mitchell,1.4765887109815539,MIA,PG,2000.0,28.6,70.0
249,Andrew Nembhard,1.5222537955468052,IND,PG,1786.0,31.3,57.0
250,Joel Embiid,1.526893544883745,PHI,C,1201.0,31.6,38.0
251,James Harden,1.5278229229564642,2TM,PG,2438.0,34.8,70.0
252,Devin Booker,1.5287564971189809,PHO,SG,2146.0,33.5,64.0
253,Darius Garland,1.5296580886081241,2TM,PG,1344.0,29.9,45.0
254,Donovan Mitchell,1.5474434816593272,CLE,SG,2342.0,33.5,70.0
255,Rudy Gobert,1.5648022530276486,MIN,C,2380.0,31.3,76.0
256,Jalen Brunson,1.571164741156304,NYK,PG,2590.0,35.0,74.0
257,Jaylen Brown,1.6308964542227866,BOS,SF,2443.0,34.4,71.0
258,Isaiah Hartenstein,1.639353264510665,OKC,C,1137.0,24.2,47.0
259,Stephen Curry,1.6468267681636346,GSW,PG,1329.0,30.9,43.0
260,Kawhi Leonard,1.6484880209586383,LAC,SF,2085.0,32.1,65.0
261,Jusuf Nurkić,1.6603331255395923,UTA,C,1083.0,26.4,41.0
262,Jalen Duren,1.6845368673394416,DET,C,1976.0,28.2,70.0
263,Karl-Anthony Towns,1.7255723965274847,NYK,C,2322.0,31.0,75.0
264,Jamal Shead,1.738207358187932,TOR,PG,1852.0,22.6,82.0
265,Kel'el Ware,1.752877248123476,MIA,C,1704.0,22.1,77.0
266,Ryan Nembhard,1.7743509444899883,DAL,PG,1171.0,19.5,60.0
267,Isaiah Collier,1.7936889599864394,UTA,PG,1517.0,25.7,59.0
268,Robert Williams,1.8017764097958564,POR,C,1008.0,17.1,59.0
269,Josh Giddey,1.8032152585921795,CHI,PG,1731.0,32.1,54.0
270,Donovan Clingan,1.8103760756727976,POR,C,2094.0,27.2,77.0
271,LaMelo Ball,1.8466246171919396,CHO,PG,2017.0,28.0,72.0
272,Andre Drummond,2.022273957072268,PHI,C,1231.0,19.5,63.0
273,Shai Gilgeous-Alexander,2.0598640945931574,OKC,PG,2259.0,33.2,68.0
274,Cade Cunningham,2.0759057262438922,DET,PG,2172.0,33.9,64.0
275,Victor Wembanyama,2.1352031890522345,SAS,C,1866.0,29.2,64.0
276,Luka Dončić,2.2553421737275854,LAL,PG,2289.0,35.8,64.0
277,Mitchell Robinson,2.2946826833359157,NYK,C,1175.0,19.6,60.0
278,Giannis Antetokounmpo,2.4459202275861522,MIL,PF,1039.0,28.9,36.0
279,Nikola Jokić,2.807377183540406,DEN,C,2265.0,34.8,65.0
